term,source,date,title,url,verified,snippet
ho for the,chroniclingamerica,1820-03-29,"Image 4 of The Hillsborough recorder (Hillsborough, N.C.), March 29, 1820",http://www.loc.gov/resource/sn84026472/1820-03-29/ed-1/?sp=4,False,
ho for the,chroniclingamerica,1828-08-28,"Image 3 of The Virginian (Lynchburg [Va.]), August 28, 1828",http://www.loc.gov/resource/sn85027015/1828-08-28/ed-1/?sp=3,False,
ho for the,chroniclingamerica,1831-02-21,"Image 3 of Constitutional Whig (Richmond, Va.), February 21, 1831",http://www.loc.gov/resource/sn83045110/1831-02-21/ed-1/?sp=3,True,"by bun\nin your bebalfi but now, when you h ive triumphed\nover all difficulties, when you no longer r quite de\nfence. ho. for the first time, breaks silence, not to de\nfend you, but tn accuse one who gave you every sup\n\u2022p >rt in your hour of "
ho for the,chroniclingamerica,1829-01-27,"Image 4 of Daily Richmond Whig (Richmond, Va.), January 27, 1829",http://www.loc.gov/resource/sn85026767/1829-01-27/ed-1/?sp=4,True,"they reside, and no pains\nw ill lie wanting to render their situation easy and comfortable.\nThe terms of tuition will ho, for the dead languages .ill dollar\nper annum, and 21 dollars iur the Mathematics and English\nstudies.\nThose. who may feci in"
ho for the,chroniclingamerica,1831-04-28,"Image 3 of Lynchburg Virginian (Lynchburg [Va.]), April 28, 1831",http://www.loc.gov/resource/sn84024649/1831-04-28/ed-1/?sp=3,False,
ho for the,chroniclingamerica,1829-01-22,"Image 1 of The Virginian (Lynchburg [Va.]), January 22, 1829",http://www.loc.gov/resource/sn85027015/1829-01-22/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1828-08-28,"Image 4 of The Virginian (Lynchburg [Va.]), August 28, 1828",http://www.loc.gov/resource/sn85027015/1828-08-28/ed-1/?sp=4,False,
ho for the,chroniclingamerica,1834-10-11,"Image 4 of The liberator (Boston, Mass.), October 11, 1834",http://www.loc.gov/resource/sn84031524/1834-10-11/ed-1/?sp=4,False,
ho for the,chroniclingamerica,1818-01-08,"Image 1 of Richmond enquirer (Richmond, Va.), January 8, 1818",http://www.loc.gov/resource/sn84024735/1818-01-08/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1817-12-11,"Image 1 of Richmond enquirer (Richmond, Va.), December 11, 1817",http://www.loc.gov/resource/sn84024735/1817-12-11/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1825-09-20,"Image 2 of Constitutional Whig (Richmond, Va.), September 20, 1825",http://www.loc.gov/resource/sn83045110/1825-09-20/ed-1/?sp=2,True,"wards entered Tripolizza, and continued Ids viefo\nrions march as far ns Argos. However alarming this\nintelligence may ho for the Greek cr i i: is iiu longer\npossible to doubt the fidelity of GnJncotroni, fr-r nil id;\nproperty L mg in the e:n dons"
ho for the,chroniclingamerica,1834-08-27,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), August 27, 1834",http://www.loc.gov/resource/sn84045036/1834-08-27/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-07-09,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), July 9, 1834",http://www.loc.gov/resource/sn84045036/1834-07-09/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-07-31,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), July 31, 1834",http://www.loc.gov/resource/sn84045036/1834-07-31/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-11-17,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), November 17, 1834",http://www.loc.gov/resource/sn84045036/1834-11-17/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-07-08,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), July 8, 1834",http://www.loc.gov/resource/sn84045036/1834-07-08/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-06-14,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), June 14, 1834",http://www.loc.gov/resource/sn84045036/1834-06-14/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-08-08,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), August 8, 1834",http://www.loc.gov/resource/sn84045036/1834-08-08/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-08-16,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), August 16, 1834",http://www.loc.gov/resource/sn84045036/1834-08-16/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-08-29,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), August 29, 1834",http://www.loc.gov/resource/sn84045036/1834-08-29/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1834-07-16,"Image 1 of The Daily Cincinnati Republican, and commercial register (Cincinnati, Ohio), July 16, 1834",http://www.loc.gov/resource/sn84045036/1834-07-16/ed-1/?sp=1,False,
ho for the,chroniclingamerica,1830-02-11,"Image 2 of Providence daily advertiser (Providence [R.I.]), February 11, 1830",http://www.loc.gov/resource/sn83021420/1830-02-11/ed-1/?sp=2,False,
well nigh,chroniclingamerica,1827-07-25,"Image 2 of Daily national intelligencer (Washington City [D.C.]), July 25, 1827",http://www.loc.gov/resource/sn83026172/1827-07-25/ed-1/?sp=2,True,"gress, broke\ntwo of his ribs, inflicting a wound which confined\nhim for a considerate time tn bis bed, and which\nhad well nigh resulted in his death. Although\nthus severely wounded, the adversary fire of Gen.\nJackson was not extracted and, imme"
well nigh,chroniclingamerica,1829-12-01,"Image 4 of The New Hampshire gazette (Portsmouth [N.H.]), December 1, 1829",http://www.loc.gov/resource/sn83025588/1829-12-01/ed-1/?sp=4,False,
well nigh,chroniclingamerica,1829-12-08,"Image 4 of The New Hampshire gazette (Portsmouth [N.H.]), December 8, 1829",http://www.loc.gov/resource/sn83025588/1829-12-08/ed-1/?sp=4,True,"al,\nworthy a better cause. Their publications are as\nnumerous as locusts in the land of the Nile!\u2014\ntheir clergy well nigh innumerable\u2014and thei:\nexertions untiring and incessant\u2014and unless they\nand their schemes are encountered wi"
well nigh,chroniclingamerica,1817-08-02,"Image 2 of Daily national intelligencer (Washington City [D.C.]), August 2, 1817",http://www.loc.gov/resource/sn83026172/1817-08-02/ed-1/?sp=2,False,
well nigh,chroniclingamerica,1833-09-11,"Image 1 of Vandalia Whig and Illinois intelligencer (Vandalia, Ill.), September 11, 1833",http://www.loc.gov/resource/sn82015332/1833-09-11/ed-1/?sp=1,True,"lung at the old man a dead\nrat, which he held by the tail, when Cro\nghan instantly struck him with a force\nwhich had well nigh inverted his position;\nhut he, recovering himself, tapped with\n.considerable effect, the nether region of\nthis olfac"
well nigh,chroniclingamerica,1827-08-07,"Image 1 of The New Hampshire gazette (Portsmouth [N.H.]), August 7, 1827",http://www.loc.gov/resource/sn83025588/1827-08-07/ed-1/?sp=1,True,"n presses, is asseried W.\u2019e' answer,\nthere is none, not a word of truth in it so far\nfrom it, his avr firing had well nigh proved !he\ndestruction of his antagonist, his bullet passing\nthrough the body of Jackson. On the 30th of\nMay the int"
well nigh,chroniclingamerica,1835-06-10,"Image 1 of Morning star (Limerick, Me.), June 10, 1835",http://www.loc.gov/resource/sn84024361/1835-06-10/ed-1/?sp=1,True," it\n|could not be borne. 'When Whitefield caine to\nthis country, what an astonishing opposition\nwas raised. Often he well nigh lost his life,and\nbarely escaped by the skin of his teeth. Now,\nevery body leoks upon him as the glory of the\nage in"
well nigh,chroniclingamerica,1829-11-10,"Image 3 of The New Hampshire gazette (Portsmouth [N.H.]), November 10, 1829",http://www.loc.gov/resource/sn83025588/1829-11-10/ed-1/?sp=3,True,"y zeal,\nworthy a better cause. Their pnblications are as\nnomerous as locusts in the land of the Nile!-s\ntheir clergy well nigh innumerable--and their\nexortions untiring and incessant\u2014and hinless they\nand their schemes ares enconnigred with"
well nigh,chroniclingamerica,1835-07-29,"Image 1 of Morning star (Limerick, Me.), July 29, 1835",http://www.loc.gov/resource/sn84024361/1835-07-29/ed-1/?sp=1,True,", he will surely be brought in.\u201d He\nwatted to say something to comfort the father.\nBut now mark. That letter had well nigh ru-\nined his soul. He settled down on the doctrine i\nof election \u201cIf [am elected, 1 shall be brought\nin,\u201d "
well nigh,chroniclingamerica,1835-08-12,"Image 1 of Morning star (Limerick, Me.), August 12, 1835",http://www.loc.gov/resource/sn84024361/1835-08-12/ed-1/?sp=1,True," see the fog, and darkness, that have\nbeen thrown around the plain directions of the\ngospel, till this world has been well nigh emypti\ned to hell.\n2. These false instructions to sinners are in\nfinitely worse than mnone. 'The Lord Jesus\nChrist "
well nigh,chroniclingamerica,1802-06-29,"Image 2 of Republican gazette (Concord, N.H.), June 29, 1802",http://www.loc.gov/resource/sn84022876/1802-06-29/ed-1/?sp=2,False,
well nigh,chroniclingamerica,1812-10-15,"Image 2 of Alexandria gazette, commercial and political (Alexandria [Va.]), October 15, 1812",http://www.loc.gov/resource/sn84024014/1812-10-15/ed-1/?sp=2,True,"t\ncountry from foreign violence once\nfrom her own; and in attempting a\nsecond time to re scue her from herself,\nhas well nigh fallen a glorious martyr.\nA partisan officer in the war for indepen\ndence, no man had more opportunities\nfor brillia"
well nigh,chroniclingamerica,1818-02-28,"Image 8 of Philanthropist (Mt. Pleasant, Ohio.), February 28, 1818",http://www.loc.gov/resource/sn83025983/1818-02-28/ed-1/?sp=8,True," was kindled at the propliot's\nlamp\nThe time of rest,the promis'd sabbath comes.\nt*?ix thousand years of sorrow have well nigh\nFulfilled their tardy and disastrous course\nOver a sinful world and what remains\nOf this tempestuous state of human "
well nigh,chroniclingamerica,1833-01-29,"Image 4 of Rhode Island American and gazette (Providence, R.I.), January 29, 1833",http://www.loc.gov/resource/sn83021403/1833-01-29/ed-1/?sp=4,True,nwell nigh broken the spirits of our people;\nwhen our finances were embarrassed; when\nthe sources of our revenue were well nigh dried\nup when discord began to raise her-hellish\ncrest; when doubts and misgivings bsgan to\ncreep into the bosoms of
well nigh,chroniclingamerica,1805-07-31,"Image 3 of Virginia Argus (Richmond, Va.), July 31, 1805",http://www.loc.gov/resource/sn84024710/1805-07-31/ed-1/?sp=3,True,"enemy came, and the sentinel\nkept at his pojt. The spoiler was at the\ngate, and the watchman loitered in his\npatrol. Well nigh, was our citadel be\nirayed to the foe i.y rem ssness, and our\nliberties made the booty of lawless amh-\u00ab\ntion. W"
well nigh,chroniclingamerica,1829-05-13,"Image 4 of Republican herald (Providence, R.I.), May 13, 1829",http://www.loc.gov/resource/sn83021465/1829-05-13/ed-1/?sp=4,True,"wn the unsightly mansiou, conceiwving lus\n\u2018pride of blood and ancesiry in some measure\nconnected with it. It was well nigh conceal\ned by oaks, the growth of centurivs, and the\n\u2018brokem and crambling walls ot\u2019 an old ruiued\ncastle,"
well nigh,chroniclingamerica,1807-04-09,"Image 1 of The Wheeling repository (Wheeling, Va. [W. Va.]), April 9, 1807",http://www.loc.gov/resource/sn86092519/1807-04-09/ed-1/?sp=1,False,
well nigh,chroniclingamerica,1834-08-23,"Image 1 of The penny post (Providence [R.I.]), August 23, 1834",http://www.loc.gov/resource/sn83021392/1834-08-23/ed-1/?sp=1,True," the\nlight of the moon shining obliquely on this\ninsignificant stump, has effected the sin\ngular deception that went well nigh to\nshake my fortitude.\u2019\nHageman mounted his pony and rode\ngaily home, to forget the spectre of the\nwood, and d"
well nigh,chroniclingamerica,1832-12-25,"Image 4 of The Rhode-Island Republican (Newport, R.I.), December 25, 1832",http://www.loc.gov/resource/sn83025561/1832-12-25/ed-1/?sp=4,True,"upon his hands, Lut woue in his\n\u2018heart 7 The laver of pold.\nWhen the stealing sands of our nume\nbered hours are well nigh finished\u2014\n\u2018when the soul seems to \u00abquiver un the\nlip where then is the omripotent power\nof gold 7 Wha"
well nigh,chroniclingamerica,1813-01-05,"Image 1 of Constitutionalist and weekly magazine (Exeter, N.H.), January 5, 1813",http://www.loc.gov/resource/sn83025520/1813-01-05/ed-1/?sp=1,True,"Exeter, Dec. 28, 181%\nPolitical Miscellany.\nThe NAVY and the ARMY.\nThe capture of another British Frig\nate, will go well nigh to drive Mr.\nMadison out of his poor senses. This\nconstant accumulation of evidence in\nfavor of the good old federal"
well nigh,chroniclingamerica,1827-05-12,"Image 2 of Daily national intelligencer (Washington City [D.C.]), May 12, 1827",http://www.loc.gov/resource/sn83026172/1827-05-12/ed-1/?sp=2,True,"ain something than to lose all.\nThis was the principle of its operation. For, sir, I will\nventure to assert, that, in well nigh every instance where\nland has been relinquished in Alabama, the one-fourth\nalready paid into the Treasury was the ful"
well nigh,chroniclingamerica,1831-08-26,"Image 2 of Daily national intelligencer (Washington City [D.C.]), August 26, 1831",http://www.loc.gov/resource/sn83026172/1831-08-26/ed-1/?sp=2,False,
well nigh,chroniclingamerica,1829-06-13,"Image 7 of The Delaware register, or, Farmers', manufacturers' & mechanics' advocate (Wilmington, Del.), June 13, 1829",http://www.loc.gov/resource/sn84020593/1829-06-13/ed-1/?sp=7,True,"a mere non-entity\nThe cause within th' effect's involved\nAnd thus, we see, all things resolved\nhe paused, for he had well nigh trod\nOn Nature^ as the very god!\nWhich would have been an awful plight\nFor spirit of such lofty flight.\nIndeed!\""\u"
well nigh,chroniclingamerica,1825-09-10,"Image 3 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), September 10, 1825",http://www.loc.gov/resource/sn85059803/1825-09-10/ed-1/?sp=3,True,"ed and then\nalas the house of joy was turned into the\nhouse of mourning. The unhappy bride,\nwhose sands of life were well nigh run,\nwas humanely made aware of her situa\ntion the heart broken bridegroom was\nalso warned that death was in the cup"
well nigh,chroniclingamerica,1835-10-07,"Image 4 of The Rhode-Island Republican (Newport, R.I.), October 7, 1835",http://www.loc.gov/resource/sn83025561/1835-10-07/ed-1/?sp=4,True,"mething yet they but lose themselves in ex\ntravagant ideas. Every thing adds to this one de\nlvourimg sorrow; and I am well nigh delivering up\n\u2019my soul to despair when I reflect that, for all my\n}sludios, I know not either whence I came, wha"
well nigh,chroniclingamerica,1829-10-24,"Image 4 of The Delaware register, or, Farmers', manufacturers' & mechanics' advocate (Wilmington, Del.), October 24, 1829",http://www.loc.gov/resource/sn84020593/1829-10-24/ed-1/?sp=4,False,
well nigh,chroniclingamerica,1829-03-28,"Image 1 of The Delaware register, or, Farmers', manufacturers' & mechanics' advocate (Wilmington, Del.), March 28, 1829",http://www.loc.gov/resource/sn84020593/1829-03-28/ed-1/?sp=1,False,
well nigh,chroniclingamerica,1828-04-26,"Image 4 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), April 26, 1828",http://www.loc.gov/resource/sn85059803/1828-04-26/ed-1/?sp=4,False,
well nigh,chroniclingamerica,1827-09-22,"Image 4 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), September 22, 1827",http://www.loc.gov/resource/sn85059803/1827-09-22/ed-1/?sp=4,False,
well nigh,chroniclingamerica,1821-01-24,"Image 1 of The Grafton & Coos intelligencer (Haverhill, New Hampshire), January 24, 1821",http://www.loc.gov/resource/sn84023166/1821-01-24/ed-1/?sp=1,False,
well nigh,chroniclingamerica,1805-01-29,"Image 3 of Oracle post (Portsmouth, N.H.), January 29, 1805",http://www.loc.gov/resource/sn84023351/1805-01-29/ed-1/?sp=3,False,
well nigh,chroniclingamerica,1801-02-18,"Image 1 of Alexandria advertiser and commercial intelligencer (Alexandria [Va.]), February 18, 1801",http://www.loc.gov/resource/sn84024011/1801-02-18/ed-1/?sp=1,False,
well nigh,chroniclingamerica,1830-07-09,"Image 3 of Constitutional Whig (Richmond, Va.), July 9, 1830",http://www.loc.gov/resource/sn83045110/1830-07-09/ed-1/?sp=3,False,
well nigh,chroniclingamerica,1830-07-02,"Image 1 of Virginia advocate (Charlottesville, Va.), July 2, 1830",http://www.loc.gov/resource/sn84024689/1830-07-02/ed-1/?sp=1,True,"e\n,la> hich consisted oi duels between Luro- i\nipeahson the one side, and Africans on the other;\nu herein it was the well nigh intrunsgrcssiblc\nlaw of the amphitheatre, that at least ono out j\nof every pair of combatants should die on tho\naren"
well nigh,chroniclingamerica,1827-11-17,"Image 4 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), November 17, 1827",http://www.loc.gov/resource/sn85059803/1827-11-17/ed-1/?sp=4,False,
well nigh,chroniclingamerica,1828-03-29,"Image 4 of The ladies' garland (Harpers-Ferry, Va. [W. Va.]), March 29, 1828",http://www.loc.gov/resource/sn85059803/1828-03-29/ed-1/?sp=4,True,"So long bad tbe tyrant of northern birth\ni His iron leign extended,\nThe genial commerce of sky ami ear\u2019ll\n1 Had well nigh been suspended.\nThe young birds had met on St Valentine\u2019s feus'\nAll eager to get married\nHut the sullen saint r"
well nigh,chroniclingamerica,1823-07-19,"Image 1 of The Monticello gazette (Monticello, Miss.), July 19, 1823",http://www.loc.gov/resource/sn86090962/1823-07-19/ed-1/?sp=1,True,"t; under\nmr .fumuimicuiuii or ine man 10 ivuom we\nhr'J been so greatly indebted for political in\ndependence, we were well nigh loosing,our\ncivil liberties forever.\nA change of administration was now loud\nly called for, and Mr. Jefferson a-some"
well nigh,chroniclingamerica,1805-06-18,"Image 4 of Oracle post (Portsmouth, N.H.), June 18, 1805",http://www.loc.gov/resource/sn84023351/1805-06-18/ed-1/?sp=4,True,"ows mean,\nThy wand'ring footsteps led,\nWhere dwelt humanity to feel\nAnd ready skill was prompt to heal\nThine infant well nigh dead.\nSo when a tyrant's cruel breath\nHad dooom'd each Hebrew son to death,\nTo sooth his guilty fear;\nYoung Moses, "
well nigh,chroniclingamerica,1825-09-21,"Image 1 of New-Hampshire intelligencer (Haverhill, N.H.), September 21, 1825",http://www.loc.gov/resource/sn84023169/1825-09-21/ed-1/?sp=1,False,
well nigh,chroniclingamerica,1825-09-07,"Image 2 of New-Hampshire intelligencer (Haverhill, N.H.), September 7, 1825",http://www.loc.gov/resource/sn84023169/1825-09-07/ed-1/?sp=2,False,
encounter the expense,chroniclingamerica,1832-11-29,"Image 2 of Herald of the times (Newport, R.I.), November 29, 1832",http://www.loc.gov/resource/sn83021167/1832-11-29/ed-1/?sp=2,True,"ey'\n}l;\\'ninly pretend that the \u2018strongest\u2019 of their\nfriends were indifferent, and did not care\n;\u2018to encounter the expense aud trouble of\nI going to the polls,\nTHANKSGIVING.,\nThis is the day set apart by the author-|\nities of this State, "
encounter the expense,chroniclingamerica,1832-02-02,"Image 4 of Litchfield enquirer (Litchfield, Conn.), February 2, 1832",http://www.loc.gov/resource/sn84020071/1832-02-02/ed-1/?sp=4,True,"lass of busi\nness men in the country, who are desirous of\nseeing the advertisements of the day, yet are\nunwilling to encounter the expense of sub\nscription and postage of a daily paper. By\nthis arrangement, it will easily be perceived,\ntheir w ishes may b"
encounter the expense,chroniclingamerica,1832-02-09,"Image 4 of Litchfield enquirer (Litchfield, Conn.), February 9, 1832",http://www.loc.gov/resource/sn84020071/1832-02-09/ed-1/?sp=4,True,"of busi\nness men in the country, who are desirous of\n\u25a0eeing the advertisements of the day, yet are\nunwilling to encounter the expense of sub\nscription and postage of a daily paper. By\nthis arrangement, it will easily be perceived,\ntheir wishes may be"
encounter the expense,chroniclingamerica,1832-02-16,"Image 4 of Litchfield enquirer (Litchfield, Conn.), February 16, 1832",http://www.loc.gov/resource/sn84020071/1832-02-16/ed-1/?sp=4,True,"lass of busi\nness men in the country, who are desirous of\nseeing the advertisements of the day, yet are\nunwilling to encounter the expense of sub\nscription and postage of a daily paper. By\nthis arrangement, it will easily be perceived,\ntheir wishes may be"
encounter the expense,chroniclingamerica,1823-07-12,"Image 3 of Daily national intelligencer (Washington City [D.C.]), July 12, 1823",http://www.loc.gov/resource/sn83026172/1823-07-12/ed-1/?sp=3,True," 100 miles\nby the canal on a par with those who have only\n5 miles of land carriage; and those (say they) who\nhave to encounter the expense of a greater dis\ntance than 5 miles of land carriage will be under\nsold, and, by the reduction of prices generally,\n"
encounter the expense,chroniclingamerica,1822-06-10,"Image 2 of Daily national intelligencer (Washington City [D.C.]), June 10, 1822",http://www.loc.gov/resource/sn83026172/1822-06-10/ed-1/?sp=2,True,"protection\nit is to afford, what character it is to maintain,\nand to what circumstances it may be exposed.\nIt should encounter the expense of every thing\nessential, yet of nothing superfluous, but it must\nbe expected to suffer by errors of judgment, and\nb"
encounter the expense,chroniclingamerica,1822-04-06,"Image 3 of Daily national intelligencer (Washington City [D.C.]), April 6, 1822",http://www.loc.gov/resource/sn83026172/1822-04-06/ed-1/?sp=3,True,"rtes of Spain had recognized the\nindependence of South America and if so, it was not\nprobable they would be anxiousto encounter the expense\nof running the line between this country and Mexico.\nUnder this view,he moved to reduce the appropriation to\n815,000"
encounter the expense,chroniclingamerica,1832-01-19,"Image 4 of Litchfield enquirer (Litchfield, Conn.), January 19, 1832",http://www.loc.gov/resource/sn84020071/1832-01-19/ed-1/?sp=4,True,"lass of busi\nness men in the country, who are desirous of\nseeing the advertisements of the day, yet are\nunwilling to encounter the expense of sub\nscription and postage of a daily paper. By\nthis arrangement, it will easily be perceived,\ntheir wishes may be"
encounter the expense,chroniclingamerica,1832-01-26,"Image 4 of Litchfield enquirer (Litchfield, Conn.), January 26, 1832",http://www.loc.gov/resource/sn84020071/1832-01-26/ed-1/?sp=4,True,"lass of busi\nness men in the country, who are desirous of\nseeing the advertisements of the day, yet are\nunwilling to encounter the expense of sub\nscription and postage of a daily paper. By\nthis arrangement, it will easily be perceived,\ntheir wishes may be"
encounter the expense,chroniclingamerica,1831-04-20,"Image 3 of The Arkansas advocate (Little Rock, A.T. [Ark.]), April 20, 1831",http://www.loc.gov/resource/sn87062070/1831-04-20/ed-1/?sp=3,False,
encounter the expense,chroniclingamerica,1822-04-11,"Image 2 of The Alexandria gazette (Alexandria [Va.]), April 11, 1822",http://www.loc.gov/resource/sn86071520/1822-04-11/ed-1/?sp=2,False,
encounter the expense,chroniclingamerica,1834-11-08,"Image 3 of Daily national intelligencer (Washington City [D.C.]), November 8, 1834",http://www.loc.gov/resource/sn83026172/1834-11-08/ed-1/?sp=3,True,"but too well known to every planter who\nhas been compelled to ask a city friend to endorse\nfor him, and yet he has to encounter the expense\nand trouble of renewing his note every 60 or 90\ndays.\nI would prefer reducing the rate of interest to\nbanks; but a "
encounter the expense,chroniclingamerica,1818-11-06,"Image 3 of Kentucky gazette ([Lexington, Ky.]), November 6, 1818",http://www.loc.gov/resource/sn82014783/1818-11-06/ed-1/?sp=3,True, known and established charac\nter Tlie holder of a bill on the Nation\nal Bank who resides in New Orleans has\nonly to encounter the expense of convey\ning the specie from the bank but to\nholder of a hill on a state batik in Phila\ndelphia is not only exposed
encounter the expense,chroniclingamerica,1825-01-11,"Image 2 of Phenix gazette (Alexandria [D.C.]), January 11, 1825",http://www.loc.gov/resource/sn85025006/1825-01-11/ed-1/?sp=2,True,"ed by that zealous and scientific\ngentleman, Mr. Skinner. But the fact\nis, we are generally unable and unwil\nling to encounter the expense of more\nthan one paper. We must know the\npassing local matter of our market\ntown, and the politics of the day\u2014n"
encounter the expense,chroniclingamerica,1832-01-12,"Image 3 of Litchfield enquirer (Litchfield, Conn.), January 12, 1832",http://www.loc.gov/resource/sn84020071/1832-01-12/ed-1/?sp=3,True,"lass of busi\nness men in the country, who are desiroua of\nseeing the advertisements of the day, yet are\nunwiljing to encounter the expense of sub\nscription and postage of a daily paper. By\nthis arrangement, it will easily be perceived,\ntheir wishes may li"
encounter the expense,chroniclingamerica,1835-05-02,"Image 2 of South Branch intelligencer (Romney, Va. [W. Va.]), May 2, 1835",http://www.loc.gov/resource/sn84026826/1835-05-02/ed-1/?sp=2,True,". Toward noon, it being\nwarm he became hungry and faint, for\nhe was near 00 years old, I believe.\u2014\nUnwilling to encounter the expense of\na dinner in town, the old man, about\ntwo o\u2019clock, set out for the country.\u2014\nAs be came near the bridge,"
encounter the expense,chroniclingamerica,1835-06-04,"Image 1 of Litchfield enquirer (Litchfield, Conn.), June 4, 1835",http://www.loc.gov/resource/sn84020071/1835-06-04/ed-1/?sp=1,False,
encounter the expense,chroniclingamerica,1830-03-06,"Image 3 of Daily national intelligencer (Washington City [D.C.]), March 6, 1830",http://www.loc.gov/resource/sn83026172/1830-03-06/ed-1/?sp=3,False,
encounter the expense,chroniclingamerica,1831-07-27,"Image 3 of Daily national intelligencer (Washington City [D.C.]), July 27, 1831",http://www.loc.gov/resource/sn83026172/1831-07-27/ed-1/?sp=3,False,
encounter the expense,chroniclingamerica,1830-11-25,"Image 3 of Lynchburg Virginian (Lynchburg [Va.]), November 25, 1830",http://www.loc.gov/resource/sn84024649/1830-11-25/ed-1/?sp=3,False,
encounter the expense,chroniclingamerica,1832-11-24,"Image 2 of Republican herald (Providence [R.I.]), November 24, 1832",http://www.loc.gov/resource/sn83021460/1832-11-24/ed-1/?sp=2,True,"l vote went in this State. They seemed willing\nto throw Rhode-Island and Delaware into the\nClay scale, rather than to encounter the expense\nand trouble of going to the tet that\n:'i e\nit should be so, but so it is.\u201cOnsthegentrary,\nour opponents spared"
encounter the expense,chroniclingamerica,1832-01-13,"Image 3 of Constitutional Whig (Richmond, Va.), January 13, 1832",http://www.loc.gov/resource/sn83045110/1832-01-13/ed-1/?sp=3,True,"ss of bu\nsiness-nicu in the country, who are desirous of\nseeing the advertisements of the day, yei are un\nwilling to encounter the expense of subscription\nand postage of a daily paper. By this arrangement,\nit will easily be perceived, their wishes may be g"
encounter the expense,chroniclingamerica,1832-01-28,"Image 3 of Constitutional Whig (Richmond, Va.), January 28, 1832",http://www.loc.gov/resource/sn83045110/1832-01-28/ed-1/?sp=3,True,"ss of bu.\nsiness-men in the country, who are desirovs ol\nseeing tho advertisements of the day, yet are un\nwilling to encounter the expense of subscription\nand postages of a daily paper. My this arrangement,\nit will easily bo perceived, tl'.oir wishes may b"
encounter the expense,chroniclingamerica,1830-03-11,"Image 2 of Lynchburg Virginian (Lynchburg [Va.]), March 11, 1830",http://www.loc.gov/resource/sn84024649/1830-03-11/ed-1/?sp=2,False,
encounter the expense,chroniclingamerica,1822-01-01,"Image 3 of Richmond enquirer (Richmond, Va.), January 1, 1822",http://www.loc.gov/resource/sn84024735/1822-01-01/ed-1/?sp=3,True,"ecessary to\ngive another \u201cdiplomatic dinner but others\nbelieve the Radicals in the House, would he\nunwilling to encounter the expense, as they\nare already displeased at the too lavish expen\nditure of public money, and the Prodigals\ncould not succeed "
encounter the expense,chroniclingamerica,1824-01-31,"Image 3 of Richmond enquirer (Richmond, Va.), January 31, 1824",http://www.loc.gov/resource/sn84024735/1824-01-31/ed-1/?sp=3,False,
encounter the expense,chroniclingamerica,1833-02-26,"Image 3 of Richmond enquirer (Richmond, Va.), February 26, 1833",http://www.loc.gov/resource/sn84024735/1833-02-26/ed-1/?sp=3,True,"profits of slave labor; and accordingly\nwe ace none hire slaves hut those w hose peculiar voca\ntion enables their, to encounter the expense. 'Tobacco\nmanufacturers tor instsnev, ami contractors for public\nworks. Farmers rarely, if ever.\nSuppose, then, Irce"
encounter the expense,chroniclingamerica,1831-02-19,"Image 4 of Richmond enquirer (Richmond, Va.), February 19, 1831",http://www.loc.gov/resource/sn84024735/1831-02-19/ed-1/?sp=4,True,"mes river, so as to afford some pro\nbable ground, upon wl.icli to base the es'ioutis of (he\nrapacity of the (ra le to encounter the expense of con\nstructing the lail roiil, having in view the principle\nheretofore advanced by your committee, that the im\npro"
encounter the expense,chroniclingamerica,1829-09-05,"Image 7 of The Delaware register, or, Farmers', manufacturers' & mechanics' advocate (Wilmington, Del.), September 5, 1829",http://www.loc.gov/resource/sn84020593/1829-09-05/ed-1/?sp=7,False,
encounter the expense,chroniclingamerica,1828-03-11,"Image 1 of Delaware journal (Wilmington [Del.]), March 11, 1828",http://www.loc.gov/resource/sn83025530/1828-03-11/ed-1/?sp=1,False,
