path,case,what,basis,source
cases/chicago-fire/press/pages/gcf/timeline_item_1871-11-29.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-11-29/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-11-29.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-11-29/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-01.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-01/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-01.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-01/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-03.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-03/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-03.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-03/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-04.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-04/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-04.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-04/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-11.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-11/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-11.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-11/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-16.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-16/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-16.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-16/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-20.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-20/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-20.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-20/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-25.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-25/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-25.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-25/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-30.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-30/
cases/chicago-fire/press/pages/gcf/timeline_item_1871-12-30.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/timeline_item_1871-12-30/
cases/chicago-fire/press/pages/gcf/tours_saturday-night-fire-and-oleary-cottage.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/tours_saturday-night-fire-and-oleary-cottage/
cases/chicago-fire/press/pages/gcf/tours_saturday-night-fire-and-oleary-cottage.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/tours_saturday-night-fire-and-oleary-cottage/
cases/chicago-fire/press/pages/gcf/view-item_452.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/view-item_452/
cases/chicago-fire/press/pages/gcf/view-item_452.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/view-item_452/
cases/chicago-fire/press/pages/gcf/view-item_619.html,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/view-item_619/
cases/chicago-fire/press/pages/gcf/view-item_619.txt,chicago-fire,page copied from a website still in copyright (chicagology.com,"page copied from a website still in copyright (chicagology.com; greatchicagofire.org, Chicago History Museum)",greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/view-item_619/
cases/chicago-fire/transcript/text/bales/bales_2002_openlibrary_search_inside_snippets.md,chicago-fire,"Open Library search excerpts of Bales 2002, still in copyright","Open Library search excerpts of Bales 2002, still in copyright",https://openlibrary.org/search/inside.json?q=
cases/chicago-fire/transcript/text/chicagology/chicagology.com_chicago-fire_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,chicagology.com: https://chicagology.com/
cases/chicago-fire/transcript/text/chicagology/chicagology.com_chicago-fire_fire030_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,chicagology.com: https://chicagology.com/
cases/chicago-fire/transcript/text/chicagology/chicagology.com_chicago-fire_fire038_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,chicagology.com: https://chicagology.com/
cases/chicago-fire/transcript/text/chicagology/chicagology.com_chicago-fire_fire045_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,chicagology.com: https://chicagology.com/
cases/chicago-fire/transcript/text/chicagology/chicagology.com_chicago-fire_fire050_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,chicagology.com: https://chicagology.com/
cases/chicago-fire/transcript/text/chicagology/chicagology.com_chicago-fire_fire052_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,chicagology.com: https://chicagology.com/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_eyewitnesses_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_eyewitnesses_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_eyewitnesses_anthology-of-fire-narratives_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_eyewitnesses_anthology-of-fire-narratives_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_great-conflagration_conflagration-library_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_great-conflagration_conflagration-library_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_item_ichi-32210_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_item_ichi-32210_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_oleary-legend-library_E2_80_9Ckate-barn-afire_E2_80_9D_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_oleary-legend-library_E2_80_9Ckate-barn-afire_E2_80_9D_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_oleary-legend-library_e2_80_9cmrs-leary_e2_80_99s-cow_e2_80_9d_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_oleary-legend-library_e2_80_9cmrs-leary_e2_80_99s-cow_e2_80_9d_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_oleary-legend-library_official-report_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_oleary-legend-library_official-report_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_oleary-legend_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_oleary-legend_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_oleary-legend_oleary-legend-library_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_oleary-legend_oleary-legend-library_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-10-20_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-10-20_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-10-25_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-10-25_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-10-31_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-10-31_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-11-07_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-11-07_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-11-10_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-11-10_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-11-16_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-11-16_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-11-17_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-11-17_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-11-24_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-11-24_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-11-25_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-11-25_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-11-29_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-11-29_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-12-01_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-12-01_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-12-03_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-12-03_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-12-04_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-12-04_/
cases/chicago-fire/transcript/text/gcf/greatchicagofire.org_timeline_item_1871-12-11_.txt,chicago-fire,text copied from a website still in copyright,text copied from a website still in copyright,greatchicagofire.org (Chicago History Museum): https://www.greatchicagofire.org/greatchicagofire.org_timeline_item_1871-12-11_/
cases/chicago-fire/transcript/text/other/agilewriter_PegLegSullivan.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,"no URL recorded; the file name gives the source: ""agilewriter PegLegSullivan"""
cases/chicago-fire/transcript/text/other/courses.shroutdocs.org_his254-spring2014_tag_daniel-peg-leg-sullivan_.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,"no URL recorded; the file name gives the source: ""courses.shroutdocs.org his254 spring2014 tag daniel peg leg sullivan """
cases/chicago-fire/transcript/text/other/en.wikipedia.org_w_index.php_title_Catherine_O_27Leary_action_raw.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,https://en.wikipedia.org/w/index.php?title=Catherine_O%27Leary&action=raw
cases/chicago-fire/transcript/text/other/en.wikipedia.org_w_index.php_title_Daniel_Sullivan_(Chicago_fire)_action_raw.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,"no URL recorded; the file name gives the source: ""en.wikipedia.org w index.php title Daniel Sullivan (Chicago fire) action raw"""
cases/chicago-fire/transcript/text/other/en.wikipedia.org_w_index.php_title_Great_Chicago_Fire_action_raw.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,https://en.wikipedia.org/w/index.php?title=Great_Chicago_Fire&action=raw
cases/chicago-fire/transcript/text/other/preservationchicago_chicagomag.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,https://www.preservationchicago.org/chicago-magazine-the-great-chicago-fire-as-told-by-those-who-lived-through-it/
cases/chicago-fire/transcript/text/other/www.chicagomag.com_chicago-magazine_october-2021_inside-the-great-chicago-fire_.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,https://www.chicagomag.com/ (the path is in the file name)
cases/chicago-fire/transcript/text/other/www.smithsonianmag.com_history_what-or-who-caused-the-great-chicago-fire-61481977_.txt,chicago-fire,web page or magazine article still in copyright,web page or magazine article still in copyright,https://www.smithsonianmag.com/ (the path is in the file name)
cases/chicago-fire/transcript/text/pdf/www.chicago.gov_content_dam_city_depts_zlup_Historic_Preservation_Publications_Site_of_Chicago_Fire.pdf.txt,chicago-fire,"document from a city, bar-association or law-firm website","document from a city, bar-association or law-firm website; terms not open",https://www.chicago.gov/ (the path is in the file name)
cases/chicago-fire/transcript/text/pdf/www.iadclaw.org_assets_1_6_15-2_-_Fact_Pattern_-_City_of_Chi_v._Catherine_OLeary_Fact_v2.pdf.txt,chicago-fire,"document from a city, bar-association or law-firm website","document from a city, bar-association or law-firm website; terms not open",https://www.iadclaw.org/ (the path is in the file name)
cases/chicago-fire/transcript/text/pdf/www.isba.org_sites_default_files_teachers_mocktrial_2001_20Chicago_20Fire.pdf.txt,chicago-fire,"document from a city, bar-association or law-firm website","document from a city, bar-association or law-firm website; terms not open",https://www.isba.org/ (the path is in the file name)
cases/chicago-fire/transcript/text/pdf/www.isba.org_sites_default_files_teachers_mocktrial_2001_Chicago_Fire.pdf.txt,chicago-fire,"document from a city, bar-association or law-firm website","document from a city, bar-association or law-firm website; terms not open",https://www.isba.org/ (the path is in the file name)
cases/dancing-plague/sources/bartholomew/Bartholomew_2000_Rethinking_dancing_mania_SI.pdf,dancing-plague,"article, book, press kit or excerpt still in copyright","article, book, press kit or excerpt still in copyright",https://centerforinquiry.s3.amazonaws.com/wp-content/uploads/sites/29/2000/07/22164850/p42.pdf
cases/dancing-plague/sources/bartholomew/Bartholomew_2000_Rethinking_dancing_mania_SI.txt,dancing-plague,"article, book, press kit or excerpt still in copyright","article, book, press kit or excerpt still in copyright",https://centerforinquiry.s3.amazonaws.com/wp-content/uploads/sites/29/2000/07/22164850/p42.pdf
cases/dancing-plague/sources/climate/ahdb_ergot.html,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://ahdb.org.uk/ergot
cases/dancing-plague/sources/climate/ahdb_ergot.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://ahdb.org.uk/ergot
cases/dancing-plague/sources/climate/ahdb_ergot_life_cycle.html,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://ahdb.org.uk/ergot
cases/dancing-plague/sources/climate/ahdb_ergot_life_cycle.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://ahdb.org.uk/ergot
cases/dancing-plague/sources/climate/barger1931_biusante_djvu.txt,dancing-plague,"Barger, Ergot and Ergotism (1931), still in copyright in the United States","Barger, Ergot and Ergotism (1931), still in copyright in the United States",https://archive.org/download/BIUSante_pharma_042461/BIUSante_pharma_042461_djvu.txt
cases/dancing-plague/sources/climate/barger_absentis_ch2.html,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://archive.org/download/BIUSante_pharma_042461/BIUSante_pharma_042461_djvu.txt
cases/dancing-plague/sources/climate/buszello_mangeljahre_oberrhein.pdf,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://regionalia.blb-karlsruhe.de/frontdoor/deliver/index/docId/18372/file/BLB_Buszello_Mangeljahre_Oberrhein.pdf
cases/dancing-plague/sources/climate/buszello_mangeljahre_oberrhein.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://regionalia.blb-karlsruhe.de/frontdoor/deliver/index/docId/18372/file/BLB_Buszello_Mangeljahre_Oberrhein.pdf
cases/dancing-plague/sources/climate/glaser_riemann2009_jqs.pdf,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://www.ncei.noaa.gov/pub/data/paleo/historical/europe/glaser2009temperature/glaser2009temperature.txt
cases/dancing-plague/sources/climate/glaser_riemann2009_jqs.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://www.ncei.noaa.gov/pub/data/paleo/historical/europe/glaser2009temperature/glaser2009temperature.txt
cases/dancing-plague/sources/climate/gpih_Allen_Strasbourg_1313-1875.xlsx,dancing-plague,"publisher page, journal article or web page still in copyright","publisher page, journal article or web page still in copyright",https://gpih.ucdavis.edu/files/Allen_Strasbourg_1313-1875.xlsx
cases/dancing-plague/sources/climate/gpih_Frankfurt_1500-1800.xls,dancing-plague,"publisher page, journal article or web page still in copyright","publisher page, journal article or web page still in copyright",https://gpih.ucdavis.edu/files/Frankfurt_1500-1800.xls
cases/dancing-plague/sources/climate/holzwart_getreideanbau_elsass_magisterarbeit.pdf,dancing-plague,thesis still in copyright,thesis still in copyright,https://publikationen.uni-tuebingen.de/xmlui/bitstream/handle/10900/47146/pdf/Holzwart_Magisterarbeit.pdf
cases/dancing-plague/sources/climate/holzwart_getreideanbau_elsass_magisterarbeit.txt,dancing-plague,thesis still in copyright,thesis still in copyright,https://publikationen.uni-tuebingen.de/xmlui/bitstream/handle/10900/47146/pdf/Holzwart_Magisterarbeit.pdf
cases/dancing-plague/sources/climate/miedaner_geiger2015_toxins_europepmc.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4379517/fullTextXML
cases/dancing-plague/sources/climate/miedaner_geiger2015_toxins_europepmc.xml,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://www.ebi.ac.uk/europepmc/webservices/rest/PMC4379517/fullTextXML
cases/dancing-plague/sources/climate/nuffield_allen_strasbourg.xls,dancing-plague,"publisher page, journal article or web page still in copyright","publisher page, journal article or web page still in copyright",https://gpih.ucdavis.edu/files/Allen_Strasbourg_1313-1875.xlsx
cases/dancing-plague/sources/climate/pmc7088414_sweating_sickness.html,dancing-plague,journal article from PubMed Central,"journal article from PubMed Central; licence not verified, so treated as in copyright",https://pmc.ncbi.nlm.nih.gov/articles/PMC7088414/
cases/dancing-plague/sources/climate/pmc7088414_sweating_sickness.txt,dancing-plague,journal article from PubMed Central,"journal article from PubMed Central; licence not verified, so treated as in copyright",https://pmc.ncbi.nlm.nih.gov/articles/PMC7088414/
cases/dancing-plague/sources/climate/sheik2023_aufstandspraevention_oberrhein_bundschuh.pdf,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://regionalia.blb-karlsruhe.de/frontdoor/deliver/index/docId/26281/file/BLB_Sheik_Aufstandspraevention_Oberrhein.pdf
cases/dancing-plague/sources/climate/sheik2023_aufstandspraevention_oberrhein_bundschuh.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://regionalia.blb-karlsruhe.de/frontdoor/deliver/index/docId/26281/file/BLB_Sheik_Aufstandspraevention_Oberrhein.pdf
cases/dancing-plague/sources/climate/waller2008_in_a_spin_endeavour.pdf,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://sarabethbuckley.wordpress.com/wp-content/uploads/2014/11/in-a-spin-the-mysterious-dancing-epidemic-of-1518.pdf
cases/dancing-plague/sources/climate/waller2008_in_a_spin_endeavour.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://sarabethbuckley.wordpress.com/wp-content/uploads/2014/11/in-a-spin-the-mysterious-dancing-epidemic-of-1518.pdf
cases/dancing-plague/sources/climate/waller2009_bps_psychologist.html,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://sarabethbuckley.wordpress.com/wp-content/uploads/2014/11/in-a-spin-the-mysterious-dancing-epidemic-of-1518.pdf
cases/dancing-plague/sources/climate/waller2009_bps_psychologist.txt,dancing-plague,"article, book chapter or web page still in copyright","article, book chapter or web page still in copyright",https://sarabethbuckley.wordpress.com/wp-content/uploads/2014/11/in-a-spin-the-mysterious-dancing-epidemic-of-1518.pdf
cases/dancing-plague/sources/context/Dossier_enseignant_1518.pdf,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","no URL recorded; the file name gives the source: ""Dossier enseignant 1518"""
cases/dancing-plague/sources/context/Dossier_enseignant_1518.txt,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","no URL recorded; the file name gives the source: ""Dossier enseignant 1518"""
cases/dancing-plague/sources/context/agorha_dupeux_1518_catalogue.html,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","no URL recorded; the file name gives the source: ""agorha dupeux 1518 catalogue"""
cases/dancing-plague/sources/context/agorha_dupeux_1518_catalogue.md,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","no URL recorded; the file name gives the source: ""agorha dupeux 1518 catalogue"""
cases/dancing-plague/sources/context/bartholomew2000_rethinking_dancing_mania_SI.pdf,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright",https://skepticalinquirer.org/2000/07/rethinking-the-dancing-mania/
cases/dancing-plague/sources/context/bartholomew2000_rethinking_dancing_mania_SI.txt,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright",https://skepticalinquirer.org/2000/07/rethinking-the-dancing-mania/
cases/dancing-plague/sources/context/bartholomew2000_skeptical_inquirer.html,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright",https://skepticalinquirer.org/2000/07/rethinking-the-dancing-mania/
cases/dancing-plague/sources/context/bartholomew2000_skeptical_inquirer.md,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright",https://skepticalinquirer.org/2000/07/rethinking-the-dancing-mania/
cases/dancing-plague/sources/context/brant_augustana/bra_n001.html,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","Bibliotheca Augustana (Sebastian Brant, Das Narrenschiff): https://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Brant/bra_intr.html"
cases/dancing-plague/sources/context/brant_augustana/bra_n002.html,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","Bibliotheca Augustana (Sebastian Brant, Das Narrenschiff): https://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Brant/bra_intr.html"
cases/dancing-plague/sources/context/brant_augustana/bra_n003.html,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","Bibliotheca Augustana (Sebastian Brant, Das Narrenschiff): https://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Brant/bra_intr.html"
cases/dancing-plague/sources/context/brant_augustana/bra_n004.html,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","Bibliotheca Augustana (Sebastian Brant, Das Narrenschiff): https://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Brant/bra_intr.html"
cases/dancing-plague/sources/context/brant_augustana/bra_n005.html,dancing-plague,"article, excerpt, catalogue or web page still in copyright","article, excerpt, catalogue or web page still in copyright","Bibliotheca Augustana (Sebastian Brant, Das Narrenschiff): https://www.hs-augsburg.de/~harsch/germanica/Chronologie/15Jh/Brant/bra_intr.html"
