TEMPERATURE																		PRECIPITATION        																
     	JAN 	FEB 	MRC	APR 	MAY	JUN 	JUL 	AUG 	SEP 	OKT 	NOV 	DEC	Winter	Spring	Summer	Autumn	Year	JAN 	FEB 	MRC	APR 	MAY	JUN 	JUL 	AUG 	SEP 	OKT 	NOV 	DEC	Winter	Spring	Summer	Autumn	Year
1664	-1	0	0	1	1	1	0	-2	1	-2	0	0	-0.7	0.7	-0.3	-0.3	-0.17	0	-1	-1	-1	-1	-1	1	2	0	0	1	0	-0.70	-1.00	0.70	0.30	-0.17
1665	-2	-2	-2	-1	1	0	1	1	-1	-1	0	0	-1.3	-0.7	0.7	-0.7	-0.5	1	0	1	-1	-1	0	-1	0	1	1	0	0	0.30	-0.30	-0.30	0.70	0.08
1666	-1	-2	-3	-1	2	0	2	2	2	0	0	-2	-1	-0.7	1.3	0.7	0.08	0	-1	1	0	-1	0	-3	-1	-1	-1	-1	0	-0.30	0.00	-1.30	-1.00	-0.67
1667	-3	2	-2	1	-2	-2	1	-1	-1	-1	-1	0	-1	-1	-0.7	-1	-0.92	0	-1	0	-1	1	0	-1	1	1	0	-1	0	-0.30	0.00	0.00	0.00	-0.08
1668	0	0	-1	0	-1	1	1	0	1	1	0	1	0	-0.7	0.7	0.7	0.17	0	0	1	0	0	0	-1	1	-1	-2	0	-1	0.00	0.30	0.00	-1.00	-0.17
1669	-3	0	0	-1	1	2	2	1	2	0	0	-1	-0.7	0	1.7	0.7	0.42	0	0	0	0	0	-2	-1	-3	-2	-2	-2	-3	-0.30	0.00	-2.00	-2.00	-1.08
1670	0	-3	0	0	0	1	0	0	1	0	0	2	-1.3	0	0.3	0.3	-0.17	1	0	0	0	0	0	0	0	-1	1	1	2	-0.70	0.00	0.00	0.30	-0.08
1671	3	2	-1	0	2	1	0	0	-1	-1	0	-1	2.3	0.3	0.3	-0.7	0.58	0	0	0	0	-1	0	0	0	1	-2	0	-2	0.70	-0.30	0.00	-0.30	0.00
1672	-1	-1	0	0	0	1	0	0	0	1	0	1	-1	0	0.3	0.3	-0.08	-3	-3	-2	0	0	-1	1	0	2	-1	0	0	-2.70	-0.70	0.00	0.30	-0.75
1673	1	0	0	-1	0	-1	-1	1	0	0	-1	-1	0.7	-0.3	-0.3	-0.3	-0.08	0	1	0	1	1	3	2	-1	-1	1	-1	-1	0.30	0.70	1.30	-0.30	0.50
1674	-1	-1	-2	0	1	0	0	0	-2	0	1	0	-1	-0.3	0	-0.3	-0.42	-1	0	1	0	0	1	1	0	1	-1	-1	-1	-0.70	0.30	0.70	-0.30	0.00
1675	-1	-1	-1	0	-1	-3	-1	-2	-1	1	-3	0	-0.7	-0.7	-2	-1	-1.08	-1	-1	0	-1	1	2	0	1	1	-1	0	0	-1.00	0.00	1.00	0.00	0.00
1676	-2	0	3	0	2	2	0	1	0	-1	-3	-3	-0.7	1.7	1	-1.3	0.17	-1	-1	-3	-1	0	-1	0	0	0	0	0	0	-0.70	-1.30	-0.30	0.00	-0.58
1677	1	0	1	0	0	-1	-1	0	2	-3	-1	-1	-0.7	0.3	-0.7	-0.7	-0.42	0	0	0	0	0	2	2	0	-3	1	0	0	0.00	0.00	1.30	-0.70	0.17
1678	1	0	-1	-1	1	0	1	1	0	-1	0	0	0	-0.3	0.7	-0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00	0.00	0.00	0.00	0.00
1679	-1	-3	-3	-1	1	0	-1	-1	0	0	-1	-1	-1.3	-1	-0.7	-0.3	-0.83	-1	0	1	0	-1	0	1	1	0	0	0	0	-0.30	0.00	0.70	0.00	0.08
1680	2	3	0	-1	2	1	1	0	2	3	2	-2	1.3	0.3	0.7	2.3	1.17	-1	-1	0	1	-1	0	0	2	-1	-2	-2	0	-0.70	0.00	0.70	-1.70	-0.42
1681	-3	-3	-3	0	1	-1	1	2	2	0	1	2	-2.7	-0.7	0.7	1	-0.42	-1	0	0	-1	0	0	-1	-3	-2	0	0	0	-0.30	-0.30	-1.30	-0.70	-0.67
1682	2	1	-1	0	2	-1	-1	-1	0	0	1	1	1.7	0.3	-1	0.3	0.33	0	-2	0	0	-1	1	0	1	0	-1	0	0	-0.70	-0.30	0.70	-0.30	-0.17
1683	1	-1	-2	-1	2	2	1	0	1	-1	0	0	0.3	-0.3	1	0	0.25	2	2	0	0	-1	-1	-2	1	-1	0	2	0	1.30	-0.30	-0.70	0.30	0.17
1684	-3	-3	-2	0	2	2	1	0	-1	0	-3	-2	-2	0	1	-1.3	-0.58	-1	0	0	-1	-2	-3	0	0	2	0	0	0	-0.30	-1.00	-1.00	0.70	-0.42
1685	-3	0	-2	2	2	-2	-2	0	0	1	0	1	-1.7	0.7	-1.3	0.3	-0.5	-1	-3	0	-2	-1	2	0	0	-2	0	2	0	-1.30	-1.00	0.70	0.00	-0.42
1686	2	-1	3	-1	2	0	0	1	1	0	0	0	0.7	1.3	0.3	0.3	0.67	-2	-1	-3	0	0	0	0	0	-2	0	-2	0	-1.00	-1.00	0.00	-1.30	-0.83
1687	-3	-3	-1	-3	1	0	1	0	-2	0	0	1	-2	-1	0.3	-0.7	-0.83	1	-1	0	2	-2	0	-3	1	3	0	0	2	0.00	0.00	-0.70	1.00	0.08
1688	-3	-3	-3	-3	1	-2	0	0	1	-3	-1	1	-1.7	-1.7	-0.7	-1	-1.25	-2	-3	-2	0	-1	3	0	0	0	3	0	0	-1.00	-1.00	1.00	1.00	0.00
1689	-2	0	-3	1	-2	-1	0	0	0	0	0	0	-0.3	-1.3	-0.3	0	-0.5	0	0	0	0	1	2	3	1	0	2	0	-2	0.00	0.30	2.00	0.70	0.75
1690	1	0	-2	-2	0	-1	-1	0	0	0	0	-1	0.3	-1.3	-0.7	0	-0.42	2	-2	0	-2	0	2	2	0	0	2	0	0	-0.70	-0.70	1.30	0.70	0.17
1691	-3	-3	-2	0	-1	0	0	2	0	0	-1	-1	-2.3	-1	0.7	-0.3	-0.75	-3	-2	0	0	0	1	1	-2	2	-2	-2	-2	-1.70	0.00	0.00	-0.70	-0.58
1692	-3	-3	-3	0	-2	-2	-1	-2	-1	-1	0	0	-2.3	-1.7	-1.7	-0.7	-1.58	-1	0	0	-1	0	1	2	3	0	0	0	-3	-1.00	-0.30	2.00	0.00	0.17
1693	0	0	-3	0	-2	1	0	1	0	0	-1	-1	0	-1.7	0.7	-0.3	-0.33	2	0	2	3	2	0	0	0	0	0	0	0	-0.30	2.30	0.00	0.00	0.50
1694	-3	0	-2	0	2	0	0	1	0	-3	1	-2	-1.3	0	0.3	-0.7	-0.42	0	0	-2	0	-2	2	0	0	2	0	0	-2	0.00	-1.30	0.70	0.70	0.00
1695	-3	-3	-3	0	-2	0	0	-1	-2	1	1	0	-2.7	-1.7	-0.3	0	-1.17	-1	-2	-1	-2	2	0	0	2	3	0	-3	-2	-1.70	-0.30	0.70	0.00	-0.33
1696	1	1	-1	-1	0	-1	0	1	0	0	0	-1	0.7	-0.7	0	0	0	-1	-2	0	0	2	2	0	0	0	0	0	0	-1.70	0.70	0.70	0.00	-0.08
1697	-3	-3	-3	0	0	0	0	0	0	-1	-1	0	-2.3	-1	0	-0.7	-1	-2	-1	0	0	0	0	2	0	0	0	0	-2	-1.00	0.00	0.70	0.00	-0.08
1698	-2	-1	0	0	-3	-2	0	-2	-2	-1	0	0	-1	-1	-1.3	-1	-1.08	2	0	0	0	3	-2	0	0	2	2	0	2	0.00	1.00	-0.70	1.30	0.42
1699	0	-2	-3	-3	-2	-1	1	0	1	-2	0	0	-0.7	-2.7	0	-0.3	-0.92	0	0	0	0	0	0	0	0	-1	-1	-2	0	0.70	0.00	0.00	-1.30	-0.17
1700	-2	-1	-3	-3	-1	-1	0	0	-1	1	-1	0	-1	-2.3	-0.3	-0.3	-1	-2	0	-1	1	-2	2	2	-1	0	0	2	0	-0.70	-0.70	1.00	0.70	0.08
1701	1	0	-3	-3	-2	-1	1	-1	1	-1	0	0	0.3	-2.7	-0.3	0	-0.67	0	0	0	-1	0	1	1	0	-3	0	0	-1	0.00	-0.30	0.70	-1.00	-0.17
1702	1	2	0	-2	-1	0	0	0	0	-2	-3	0	1	-1	0	-1.7	-0.42	0	-2	0	2	-2	0	0	0	0	0	0	1	-1.00	0.00	0.00	0.00	-0.25
1703	-2	0	-2	-1	1	-1	-1	1	0	-2	0	0	-0.7	-0.7	-0.3	-0.7	-0.58	0	-2	0	0	0	3	0	0	0	0	-2	-2	-0.30	0.00	1.00	-0.70	0.00
1704	-2	-2	-2	2	1	0	1	2	0	1	1	0	-1.3	0.3	1	0.7	0.17	-2	1	0	-1	0	0	0	-1	2	-3	0	0	-1.00	-0.30	-0.30	-0.30	-0.50
1705	0	0	0	-1	-2	0	1	2	-1	1	0	1	0	-1	1	0	0	-2	0	0	0	2	0	0	-2	0	-1	1	2	-0.70	0.70	-0.70	0.00	-0.17
1706	-1	0	-1	1	1	1	1	2	1	1	1	1	0	0.3	1.3	1	0.67	-3	-2	0	-2	0	-1	0	-3	0	-2	0	0	-1.00	-0.70	-1.30	-0.70	-0.92
1707	1	2	-1	-2	-1	0	0	0	0	-1	0	0	1.3	-1.3	0	-0.3	-0.08	-2	-3	2	-2	0	2	2	3	0	0	0	2	-1.70	0.00	2.30	0.00	0.17
1708	1	0	1	0	1	-1	-1	2	0	-2	1	-2	0.3	0.7	0	-0.3	0.17	0	0	-1	2	-2	2	2	-2	0	0	-3	0	0.70	-0.30	0.70	-1.00	0.00
1709	-3	-3	0	2	-2	-1	0	0	0	-1	0	0	-2.7	0	-0.3	-0.3	-0.83	1	-2	1	0	0	1	0	0	1	2	-2	-1	-0.30	0.30	0.30	0.30	0.17
1710	0	0	0	0	2	0	0	0	1	-1	1	2	0	0.7	0	0.3	0.25	-2	-3	0	0	-2	0	0	0	-1	0	-3	-1	-2.00	-0.70	0.00	-1.30	-1.00
1711	0	0	-1	0	0	1	1	-1	-1	0	2	1	0.7	-0.3	0.3	0.3	0.25	0	3	2	0	0	-3	-1	2	1	2	1	0	0.70	0.70	-0.70	1.30	0.50
1712	-1	0	-2	-1	-1	1	0	1	0	0	0	-1	0	-1.3	0.7	0	-0.17	0	0	0	0	1	-1	1	-2	0	0	-1	-2	0.00	0.30	-0.70	-0.30	-0.17
1713	1	1	0	-3	-2	-1	-2	0	0	-1	-3	0	0.3	-1.7	-1	-1.3	-0.92	2	0	0	0	-1	2	3	2	0	2	0	-3	0.00	-0.30	2.30	0.70	0.67
1714	-1	-2	-3	-3	-1	0	-1	-1	-2	0	-1	0	-1	-2.3	-0.7	-1	-1.25	-3	-1	0	-1	0	0	0	0	3	0	-3	0	-2.30	-0.30	0.00	0.00	-0.67
1715	0	0	0	0	2	0	0	0	0	0	0	-2	0	0.7	0	0	0.17	-2	0	0	0	0	0	0	0	0	0	0	-2	-0.70	0.00	0.00	0.00	-0.17
1716	-3	-3	-3	-3	-1	-1	-2	0	-1	-1	0	-1	-2.7	-2.3	-1	-0.7	-1.67	0	-3	0	-2	0	0	1	-1	2	0	-1	0	-1.70	-0.70	0.00	0.30	-0.50
1717	-2	-1	0	0	0	0	0	1	0	0	0	1	-1.3	0	0.3	0	-0.25	-3	1	-2	-1	-1	0	1	-1	-2	0	-1	3	-0.70	-1.30	0.00	-1.00	-0.75
1718	-2	-3	0	0	1	3	2	2	2	-1	1	1	-1.3	0.3	2.3	0.7	0.5	0	-2	-1	1	1	0	-2	-1	-2	2	-1	2	0.30	0.30	-1.00	-0.30	-0.17
1719	1	1	0	-1	3	2	2	2	0	0	1	0	1	0.7	2	0.3	1	2	3	2	-2	-3	-2	0	-2	-1	2	3	2	2.30	-1.00	-1.30	1.30	0.33
1720	1	-1	-2	-1	1	-1	0	-1	-1	0	0	1	0	-0.7	-0.7	-0.3	-0.42	2	3	0	2	1	3	2	3	1	1	1	3	2.30	1.00	2.70	1.00	1.75
1721	1	-2	-3	1	-2	1	0	-1	1	-3	-1	1	0	-1.3	0	-1	-0.58	-2	1	-2	2	3	-1	0	3	-2	2	1	2	0.70	1.00	0.70	0.30	0.67
1722	0	2	0	0	0	0	0	0	1	3	0	-1	1	0	0	1.3	0.58	-3	0	0	-1	1	0	0	0	1	-3	1	2	-0.30	0.00	0.00	-0.30	-0.17
1723	-2	-1	3	2	2	0	-2	2	1	2	1	1	-1.3	2.3	0	1.3	0.58	-1	1	0	-3	-1	0	3	-2	-1	0	-2	1	0.70	-1.30	0.30	-1.00	-0.33
1724	2	0	0	-1	2	2	0	2	0	-1	-2	-1	1	0.3	1.3	-1	0.42	-3	0	2	0	0	-2	0	-3	-2	-2	-2	3	-0.70	0.70	-1.70	-2.00	-0.92
1725	1	-1	0	1	0	-1	-1	-2	1	0	0	-2	-0.3	0.3	-1.3	0.3	-0.25	1	-3	-3	-2	2	2	0	3	0	0	-2	3	0.30	-1.00	1.70	-0.70	0.08
1726	-2	0	-3	0	3	1	1	1	1	-1	-1	-1	-1.3	0	1	-0.3	-0.17	2	0	-2	-2	-2	1	0	-1	0	0	3	0	1.70	-2.00	0.00	1.00	0.17
1727	-1	0	0	0	2	1	1	2	1	1	-2	0	-0.7	0.7	1.3	0	0.33	1	-1	1	1	0	3	2	-2	1	0	0	0	0.00	0.70	1.00	0.30	0.50
1728	1	0	3	2	1	2	1	1	1	0	0	-2	0.3	2	1.3	0.3	1	2	-3	-1	-1	-2	-1	2	-1	-2	0	-1	0	-0.30	-1.30	0.00	-1.00	-0.67
1729	-2	0	-3	-2	-1	1	1	0	1	-1	0	1	-1.3	-2	0.7	0	-0.67	1	0	-2	0	0	-2	0	0	-1	2	1	0	0.30	-0.70	-0.70	0.70	-0.08
1730	-1	0	0	0	0	0	0	1	1	-3	0	-1	0	0	0.3	-0.7	-0.08	-3	0	3	0	-1	2	0	-1	-2	0	1	1	-1.00	0.70	0.30	-0.30	-0.08
1731	-3	-3	-3	-3	1	1	1	0	1	1	1	0	-2.3	-1.7	0.7	1	-0.58	-2	0	-3	0	-1	-2	1	2	0	-2	2	1	-0.30	-1.30	0.30	0.00	-0.33
1732	-2	1	0	2	1	-2	-1	-1	0	1	-2	-2	-0.3	1	-1.3	-0.3	-0.25	0	0	0	-2	0	2	1	-1	0	0	-2	-2	0.30	-0.70	0.70	-0.70	-0.08
1733	2	1	-2	2	-1	0	0	0	-1	-2	0	3	0.3	-0.3	0	-1	-0.25	-1	-3	0	-1	2	0	0	2	3	0	-2	0	-2.00	0.30	0.70	0.30	-0.17
1734	0	1	1	2	0	0	-1	-1	0	-2	-2	-2	1.3	1	-0.7	-1.3	0.08	0	-1	1	-1	1	1	2	2	-2	2	0	0	-0.30	0.30	1.70	0.00	0.42
1735	0	-1	-1	0	-2	-1	-1	2	1	-1	-1	1	-1	-1	0	-0.3	-0.58	0	-1	0	0	1	2	2	-2	0	0	-3	0	-0.30	0.30	0.70	-1.00	-0.08
1736	0	-1	-1	2	-1	0	1	1	2	1	-1	0	0	0	0.7	0.7	0.33	-2	0	0	0	-2	1	-1	-1	-1	-2	-2	0	-0.70	-0.70	-0.30	-1.70	-0.83
1737	1	-1	0	0	0	-1	0	-1	0	0	-1	-1	0	0	-0.7	-0.3	-0.25	2	0	0	0	0	3	0	2	1	2	-1	0	0.70	0.00	1.70	0.70	0.75
1738	-3	0	-1	0	-2	-1	0	1	1	0	-2	0	-1.3	-1	0	-0.3	-0.67	0	0	0	-1	0	2	0	2	-1	0	-3	0	0.00	-0.30	1.30	-1.30	-0.08
1739	0	1	-1	-3	1	1	0	0	0	-2	-1	2	0.3	-1	0.3	-1	-0.33	1	0	0	0	0	0	2	0	1	1	0	1	0.30	0.00	0.70	0.70	0.42
1740	-2	-3	-3	-3	-3	0	1	-1	1	-3	-2	2	-1	-3	0	-1.3	-1.33	-3	-1	0	-2	0	0	0	2	0	1	-2	3	-1.00	-0.70	0.70	-0.30	-0.33
1741	1	2	-1	-1	-2	1	-1	0	1	1	0	0	1.7	-1.3	0	0.7	0.25	2	0	-3	-3	2	-2	3	0	2	0	0	0	1.70	-1.30	0.30	0.70	0.33
1742	0	0	-1	-3	-2	1	1	0	-1	0	1	-1	0	-2	0.7	0	-0.33	0	0	-2	2	0	0	1	-2	0	0	2	-3	0.00	0.00	-0.30	0.70	0.08
1743	-1	0	0	-3	0	0	0	1	0	0	1	0	-0.7	-1	0.3	0.3	-0.25	-2	3	2	2	0	3	0	-3	-2	2	0	-1	-0.70	1.30	0.00	0.00	0.17
1744	-3	-1	-1	0	-1	2	1	-1	0	0	0	0	-1.3	-0.7	0.7	0	-0.33	-3	-3	2	-2	0	-3	1	0	-2	0	0	0	-2.30	0.00	-0.70	-0.70	-0.92
1745	-2	0	0	0	1	-1	1	0	1	3	1	0	-0.7	0.3	0	1.7	0.33	0	0	0	0	-2	0	-2	1	0	-2	-2	0	0.00	-0.70	-0.30	-1.30	-0.58
1746	1	-1	0	-2	2	-1	2	2	1	-2	0	1	0	0	1	-0.3	0.17	-3	0	2	0	-3	0	-3	-3	0	0	-2	0	-1.00	-0.30	-2.00	-0.70	-1.00
1747	-1	3	-1	-1	0	0	-1	0	0	1	1	1	1	-0.7	-0.3	0.7	0.17	0	2	-1	0	0	3	2	0	0	-1	-1	0	0.70	-0.30	1.70	-0.70	0.33
1748	-1	-2	-3	-2	-1	0	0	0	0	-2	1	1	-0.7	-2	0	-0.3	-0.75	0	0	0	0	0	1	0	1	-1	1	-1	0	0.00	0.00	0.70	-0.30	0.08
1749	3	0	0	0	0	-2	1	1	1	-2	0	0	1.3	0	0	-0.3	0.25	1	2	0	0	1	2	-1	-1	-3	-2	-2	-2	1.00	0.30	0.00	-2.30	-0.25
1750	-1	0	1	1	0	0	0	0	2	0	0	1	-0.3	0.7	0	0.7	0.25	-3	-1	0	2	0	0	1	2	-1	-1	2	0	-2.00	0.70	1.00	0.00	-0.08
1751	1	-1	1	-1	-2	-1	-1	1	0	0	-2	-1	0.3	-0.7	-0.3	-0.7	-0.33	0	0	2	2	2	-2	3	0	-2	0	-2	0	0.00	2.00	0.30	-1.30	0.25
1752	0	1	1	0	0	1	0	0	1	0	0	0	0	0.3	0.3	0.3	0.25	0	-2	-1	0	0	-1	2	0	-3	-3	-2	0	-0.70	-0.30	0.30	-2.70	-0.83
1753	-3	0	2	0	0	2	0	-2	0	0	-2	2	-1	0.7	0	-0.7	-0.25	-3	0	-3	-1	-3	-1	-1	0	-3	0	0	1	-1.00	-2.30	-0.70	-1.00	-1.25
1754	0	-2	-3	-1	0	0	-1	2	0	3	2	0	0	-1.3	0.3	1.7	0.17	-3	0	-2	0	-1	0	-2	0	-3	-3	-1	-1	-0.70	-1.00	-0.70	-2.30	-1.17
1755	-3	-3	-2	3	-3	3	0	-3	-2	-2	0	-2	-2	-0.7	0	-1.3	-1	-3	-3	-2	0	-2	-2	2	0	0	0	2	0	-2.30	-1.30	0.00	0.70	-0.75
1756	2	0	-2	-2	-2	2	0	-1	0	-2	-3	-3	0	-2	0.3	-1.7	-0.83	2	-1	0	2	-2	0	0	0	-1	-2	0	-3	0.30	0.00	0.00	-1.00	-0.17
1757	-2	-2	-2	1	0	1	2	-1	-3	-3	0	-2	-2.3	-0.3	0.7	-2	-1	0	-1	0	0	0	1	-2	1	0	0	0	0	-1.30	0.00	0.00	0.00	-0.33
1758	-3	-2	0	-1	1	1	-3	-1	-3	-3	-2	3	-2.3	0	-1	-2.7	-1.5	0	1	0	0	-1	0	3	2	2	0	-2	0	0.30	-0.30	1.70	0.00	0.42
1759	0	0	-2	1	0	-1	2	0	0	2	-3	-2	1	-0.3	0.3	-0.3	0.17	0	-2	0	0	-2	0	-1	2	-1	0	0	-1	-0.70	-0.70	0.30	-0.30	-0.33
1760	-1	0	-2	2	1	2	0	-1	0	0	0	2	-1	0.3	0.3	0	-0.08	3	2	0	-1	-2	1	0	0	0	2	1	0	1.30	-1.00	0.30	1.00	0.42
1761	-2	1	1	0	2	1	0	2	1	-2	-1	-3	0.3	1	1	-0.7	0.42	-3	3	0	-2	1	1	-2	1	0	2	0	-3	0.00	-0.30	0.00	0.70	0.08
1762	1	-1	-3	3	2	0	2	0	-1	-2	-2	-3	-1	0.7	0.7	-1.7	-0.33	1	1	0	-2	-2	1	-2	3	-1	2	-1	-3	-0.30	-1.30	0.70	0.00	-0.25
1763	-3	2	-3	0	-2	0	0	2	-2	-2	-2	1	-1.3	-1.7	0.7	-2	-1.08	-3	2	-1	0	0	2	1	-1	0	-1	-1	0	-1.30	-0.30	0.70	-0.70	-0.42
1764	3	2	-3	-2	2	2	2	-2	-2	-3	0	0	2	-1	0.7	-1.7	0	2	0	-2	3	0	0	0	3	-1	0	-1	0	0.70	0.30	1.00	-0.70	0.33
1765	1	-2	1	0	0	2	-1	0	0	1	-2	-3	-0.3	0.3	0.3	-0.3	0	-1	-1	2	1	-1	1	-1	2	-2	3	0	-1	-0.70	0.70	0.70	0.30	0.25
1766	-3	-2	-2	2	1	0	-1	1	1	0	-2	-3	-2.7	0.3	0	-0.3	-0.67	-3	0	-1	-2	2	0	2	-3	-2	0	-3	-3	-1.30	-0.30	-0.30	-1.70	-0.92
1767	-3	3	-2	-2	-2	-1	0	1	0	0	2	-3	-1	-2	0	0.7	-0.58	1	0	0	-1	2	-2	2	1	1	0	0	-3	-0.70	0.30	0.30	0.30	0.08
1768	-2	0	-3	0	1	-1	0	0	-1	1	1	-2	-1.7	-0.7	-0.3	0.3	-0.58	-1	-1	-3	0	-1	1	1	1	3	0	2	-1	-1.70	-1.30	1.00	1.70	-0.08
1769	0	0	-2	0	1	-2	0	0	0	-3	2	0	-0.7	-0.3	-0.7	-0.3	-0.5	-2	1	-1	0	0	1	1	1	1	0	1	0	-0.70	-0.30	1.00	0.70	0.17
1770	-2	-2	-3	-3	0	-2	-2	2	2	0	2	1	-1.3	-2	-0.7	1.3	-0.67	-1	0	-2	2	-3	1	3	0	0	0	1	0	-0.30	-1.00	1.30	0.30	0.08
1771	0	-2	-2	-3	3	-2	1	0	0	0	-3	0	-0.3	-0.7	-0.3	-1	-0.58	2	0	0	-2	-2	2	0	0	2	-2	-2	0	0.70	-1.30	0.70	-0.70	-0.17
1772	-1	2	1	0	-2	3	0	1	2	3	2	0	0.3	-0.3	1.3	2.3	0.92	2	2	0	2	2	-2	0	2	1	-1	0	-2	1.30	1.30	0.00	0.00	0.67
1773	1	-2	-2	0	0	-1	-2	0	1	1	0	2	-0.3	-0.7	-1	0.7	-0.33	2	0	-2	-2	0	0	2	-3	1	0	2	-2	0.00	-1.30	-0.30	1.00	-0.17
1774	0	0	2	2	0	1	0	2	0	-2	-3	-3	0.7	1.3	1	-1.7	0.33	1	0	1	0	-1	0	0	-1	1	-2	3	-2	-0.30	0.00	-0.30	0.70	0.00
1775	0	2	0	-1	-2	2	0	1	2	1	-1	-2	-0.3	-1	1	0.7	0.08	1	0	0	-2	0	0	1	3	-2	0	1	-1	-0.30	-0.70	1.30	-0.30	0.00
1776	-3	2	1	0	-3	0	0	1	-2	0	-1	-2	-1	-0.7	0.3	-1	-0.58	-1	1	0	0	-1	0	0	0	1	-3	0	0	-0.30	-0.30	0.00	-0.70	-0.33
1777	-2	-2	2	-2	-1	-2	-2	2	0	2	0	-3	-2	-0.3	-0.7	0.7	-0.58	1	0	1	-1	3	1	2	-2	-3	1	0	0	0.30	1.00	0.30	-0.70	0.25
1778	0	-2	-1	2	1	-1	2	2	-2	-1	1	2	-1.7	0.7	1	-0.7	-0.17	0	-1	0	0	0	1	-1	-3	1	3	2	0	-0.30	0.00	-1.00	2.00	0.17
1779	-3	0	-1	3	1	-2	-1	1	2	3	1	3	-0.3	1	-0.7	2	0.5	-3	-3	-3	-1	2	1	2	-1	0	-1	1	2	-2.00	-0.70	0.70	0.00	-0.50
1780	-2	-2	2	-2	1	2	0	2	1	2	-1	-2	-0.3	0.3	1.3	0.7	0.5	1	0	0	3	0	-3	-2	-1	2	2	1	-1	1.00	1.00	-2.00	1.70	0.42
1781	0	1	0	3	2	1	0	2	2	-2	0	1	-0.3	1.7	1	0	0.58	3	3	-3	1	0	3	-1	0	1	-1	1	-1	1.70	-0.70	0.70	0.30	0.50
1782	2	-3	-2	-1	-1	2	2	0	0	-3	-3	-2	0	-1.3	1.3	-2	-0.5	2	-2	1	3	3	-3	-3	2	0	0	0	-3	-0.30	2.30	-1.30	0.00	0.17
1783	3	1	-2	1	1	1	2	0	0	1	0	-2	0.7	0	1	0.3	0.5	2	2	3	-3	3	3	-1	1	1	-1	0	0	0.30	1.00	1.00	0.00	0.58
1784	-3	-2	-2	-3	3	2	0	-1	2	-3	0	-3	-2.3	-0.7	0.3	-0.3	-0.75	2	0	3	0	-1	-1	-1	1	-1	0	-1	2	0.70	0.70	-0.30	-0.70	0.08
1785	0	-2	-3	-3	1	-1	-1	-1	2	-1	0	-1	-1.7	-1.7	-1	0.3	-1	0	0	0	-1	-2	-2	2	0	0	0	0	0	0.70	-1.00	0.00	0.00	-0.08
1786	0	0	-3	2	0	2	-2	-1	-2	-3	-3	-1	-0.3	-0.3	-0.3	-2.7	-0.92	1	1	3	0	2	1	1	1	1	0	1	0	0.70	1.70	1.00	0.70	1.00
1787	-2	0	1	0	-2	1	-1	2	0	2	0	2	-1	-0.3	0.7	0.7	0	-3	-2	0	1	-3	0	3	-1	0	0	0	2	-1.70	-0.70	0.70	0.00	-0.42
1788	1	2	0	1	2	1	2	0	2	-2	-3	-3	1.7	1	1	-1	0.67	0	3	-2	-1	1	3	0	1	1	-3	-2	1	1.70	-0.70	1.30	-1.30	0.25
1789	-2	2	-3	1	3	-3	-1	0	-1	-1	-2	0	-1	0.3	-1.3	-1.3	-0.83	1	2	1	0	0	3	3	0	1	0	0	-1	1.30	0.30	2.00	0.30	1.00
1790	0	1	0	-1	1	1	-2	2	-2	2	0	1	0.3	0	0.3	0	0.17	-2	-2	-3	1	0	-1	3	-2	0	0	0	1	-1.70	-0.70	0.00	0.00	-0.58
1791	2	-1	-1	3	0	-1	0	2	-1	0	-3	1	0.7	0.7	0.3	-1.3	0.08	3	-1	-3	3	-2	0	0	-1	-3	0	3	2	1.00	-0.70	-0.30	0.00	0.00
1792	0	0	1	2	-1	-1	0	2	-2	2	-1	0	0.3	0.7	0.3	-0.3	0.25	2	-1	0	0	1	3	0	0	3	0	-1	0	1.00	0.30	1.00	0.70	0.75
1793	-2	1	0	-1	-2	-2	2	2	-2	1	0	1	-0.3	-1	0.7	-0.3	-0.25	-1	0	-1	0	-2	0	-1	-3	2	-1	1	1	-0.30	-1.00	-1.30	0.70	-0.50
1794	0	3	2	3	-1	1	2	0	-2	-1	1	-3	1.3	1.3	1	-0.7	0.75	-1	-2	0	-1	2	0	-3	-1	1	1	1	-3	-0.70	0.30	-1.30	1.00	-0.17
1795	-3	0	-2	2	0	0	-3	1	2	3	-2	2	-2	0	-0.7	1	-0.42	-1	1	3	-2	-3	1	0	-3	-3	1	2	0	-1.00	-0.70	-0.70	0.00	-0.58
1796	3	0	-3	0	-1	-2	-1	0	2	0	0	-3	1.7	-1.3	-1	0.7	0	0	2	-2	-3	0	1	0	-1	-1	0	-1	0	0.70	-1.70	0.00	-0.70	-0.42
1797	0	-1	-2	2	2	-3	2	2	0	0	0	2	-1.3	0.7	0.3	0	-0.08	-1	-2	-3	1	1	3	-2	-1	0	1	-2	1	-1.00	-0.30	0.00	-0.30	-0.42
1798	0	0	-2	2	1	2	0	1	1	0	0	-3	0.7	0.3	1	0.3	0.58	1	-1	-1	-3	1	1	1	-3	2	0	3	0	0.30	-1.00	-0.30	1.70	0.17
1799	-3	1	-2	-2	-2	-2	-1	0	-1	-1	-2	-3	-1.7	-2	-1	-1.3	-1.5	1	3	-1	3	2	0	3	0	2	3	0	-3	1.30	1.30	1.00	1.70	1.33
